transaction_id,amount,device,payment_method,hour,is_returning_user,checkout_started,location,payment_success
145,1422.09,Tablet,UPI,8,0,1,Metro,1
146,2396.64,Mobile,UPI,6,0,1,Urban,0
147,318.32,Mobile,Card,8,1,1,Urban,0
148,292.82,Desktop,UPI,3,1,1,Urban,1
149,1848.15,Mobile,UPI,22,1,1,Metro,0
150,1475.84,Tablet,Card,21,0,1,Metro,1
151,1408.8,Mobile,UPI,0,0,1,Metro,0
152,1550.68,Mobile,UPI,13,1,1,Metro,1
153,555.56,Tablet,UPI,6,0,1,Metro,0
154,1383.34,Mobile,Wallet,21,0,0,Urban,0
155,1470.08,Mobile,UPI,10,1,1,Urban,0
156,536.81,Mobile,NetBanking,5,0,1,Metro,1
157,7085.28,Desktop,NetBanking,3,1,1,Metro,1
158,1761.34,Mobile,NetBanking,13,0,1,Metro,1
159,333.18,Mobile,Card,22,0,1,Metro,1
160,2114.46,Mobile,UPI,10,0,1,Urban,1
161,413.77,Tablet,NetBanking,5,0,0,Metro,0
162,2409.28,Mobile,Card,19,1,1,Metro,1
163,3493.28,Mobile,Card,22,0,1,Urban,0
164,482.66,Desktop,Card,12,0,1,Semi-Urban,0
165,2873.76,Desktop,UPI,15,0,1,Semi-Urban,1
166,1657.03,Mobile,UPI,9,1,1,Urban,0
167,2495.04,Desktop,Wallet,7,0,1,Semi-Urban,0
168,7308.5,Mobile,NetBanking,10,1,1,Metro,0
169,858.01,Mobile,UPI,18,1,1,Metro,1
170,516.08,Mobile,Wallet,9,1,1,Metro,1
171,450.56,Mobile,UPI,8,0,1,Semi-Urban,0
172,485.02,Mobile,UPI,5,1,1,Metro,0
173,1015.26,Mobile,Card,16,0,0,Urban,0
174,1542.49,Mobile,Card,19,0,1,Urban,1
175,1446.19,Desktop,NetBanking,6,1,1,Metro,1
176,2507.86,Desktop,Card,23,0,1,Semi-Urban,1
177,1110.98,Mobile,Card,19,0,1,Rural,0
178,4691.62,Mobile,Wallet,3,1,1,Rural,0
179,841.63,Mobile,Card,18,0,1,Metro,1
180,16650.06,Tablet,UPI,20,1,0,Urban,1
181,2050.15,Desktop,Card,8,0,1,Urban,1
182,465.37,Desktop,NetBanking,23,0,1,Semi-Urban,1
183,375.82,Mobile,Wallet,12,1,1,Urban,1
184,1776.63,Mobile,UPI,0,0,1,Urban,1
185,877.03,Mobile,UPI,23,1,1,Urban,1
186,2239.48,Mobile,UPI,7,1,1,Urban,1
187,1760.3,Desktop,Wallet,16,0,1,Urban,0
188,1019.61,Desktop,Wallet,8,1,1,Rural,1
189,470.22,Desktop,UPI,8,0,1,Urban,1
190,241.09,Tablet,Card,19,0,1,Urban,1
191,701.69,Mobile,Card,23,1,1,Semi-Urban,0
192,2582.2,Desktop,Card,7,1,0,Rural,0
193,1358.44,Desktop,UPI,11,0,1,Metro,1
194,315.53,Mobile,Wallet,9,0,1,Rural,1
195,1303.99,Desktop,Card,8,0,1,Urban,1
196,1612.14,Mobile,NetBanking,3,0,1,Metro,1
197,453.11,Mobile,Card,11,0,1,Urban,1
198,1278.86,Mobile,NetBanking,5,0,1,Semi-Urban,1
199,1162.36,Mobile,Card,13,1,1,Metro,0
200,349.68,Mobile,UPI,12,1,1,Urban,1
201,1568.36,Mobile,Card,10,0,1,Metro,0
202,1921.35,Desktop,NetBanking,8,0,1,Semi-Urban,1
203,3239.1,Mobile,UPI,10,0,1,Metro,1
204,3145.73,Mobile,NetBanking,18,0,1,Semi-Urban,0
205,276.53,Mobile,Card,6,1,1,Urban,1
206,429.31,Desktop,UPI,2,1,1,Semi-Urban,1
207,1835.43,Mobile,NetBanking,9,1,1,Metro,1
208,1833.14,Mobile,Card,15,0,1,Metro,1
209,1835.46,Desktop,Wallet,9,0,1,Urban,1
210,51675.11,Mobile,UPI,18,0,0,Metro,0
211,1940.87,Desktop,NetBanking,10,0,1,Metro,1
212,3413.75,Mobile,NetBanking,17,1,1,Urban,1
213,2846.94,Mobile,Card,1,1,1,Semi-Urban,1
214,2103.57,Desktop,Card,19,1,1,Urban,1
215,800.1,Tablet,Card,0,1,1,Urban,1
216,2342.49,Desktop,NetBanking,14,1,1,Metro,1
217,506.32,Mobile,Wallet,12,0,1,Metro,1
218,865.39,Mobile,Card,4,0,1,Metro,0
219,674.95,Mobile,Card,12,0,1,Metro,1
220,1190.2,Desktop,UPI,13,1,1,Urban,1
221,11099.54,Mobile,UPI,6,0,1,Metro,1
222,169.48,Tablet,UPI,3,1,1,Semi-Urban,1
223,2178.21,Mobile,UPI,18,0,1,Urban,1
224,218.61,Mobile,Card,0,0,1,Urban,0
225,684.08,Mobile,UPI,17,0,1,Metro,1
226,3258.27,Desktop,NetBanking,3,0,0,Metro,0
227,1169.44,Mobile,Card,12,1,1,Urban,1
228,373.25,Mobile,NetBanking,13,0,0,Semi-Urban,0
229,536.3,Desktop,UPI,9,0,1,Urban,0
230,2163.75,Mobile,NetBanking,18,0,1,Urban,1
231,528.28,Mobile,NetBanking,6,0,1,Semi-Urban,1
232,1361.66,Mobile,Card,19,0,1,Rural,1
233,1147.76,Tablet,Wallet,13,0,1,Urban,0
234,571.58,Tablet,UPI,8,1,0,Urban,0
235,9357.6,Mobile,UPI,14,0,1,Rural,1
236,2067.14,Mobile,Card,13,0,1,Metro,0
237,144.73,Desktop,Card,5,0,1,Metro,1
238,1321.41,Desktop,UPI,15,0,1,Urban,1
239,565.78,Mobile,UPI,18,0,1,Metro,0
240,2571.99,Mobile,UPI,17,1,1,Urban,1
241,496.45,Desktop,NetBanking,18,1,1,Rural,1
242,977.76,Tablet,Card,12,0,1,Urban,1
243,1817.08,Desktop,UPI,6,0,1,Metro,1
244,2606.48,Mobile,Wallet,13,0,1,Urban,0
245,330.2,Desktop,Card,16,0,1,Urban,0
246,784.85,Mobile,NetBanking,7,0,0,Rural,0
247,682.02,Mobile,UPI,0,0,1,Urban,1
248,570.59,Mobile,NetBanking,12,1,1,Metro,1
249,6408.97,Desktop,Card,14,1,1,Rural,1
250,1644.15,Mobile,Card,17,1,0,Urban,1
251,310.79,Desktop,UPI,17,0,1,Metro,1
252,2745.89,Desktop,Card,17,0,1,Semi-Urban,1
253,9155.92,Mobile,UPI,13,0,1,Urban,1
254,3079.32,Mobile,UPI,9,0,1,Metro,0
255,240.0,Mobile,NetBanking,7,0,1,Semi-Urban,0
256,675.71,Desktop,Card,11,0,1,Semi-Urban,1
257,3892.91,Mobile,NetBanking,23,1,0,Rural,0
258,540.41,Mobile,Card,6,0,1,Semi-Urban,1
259,1709.27,Mobile,UPI,23,0,1,Urban,1
260,2379.47,Mobile,NetBanking,15,0,1,Urban,0
261,434.01,Mobile,UPI,5,1,1,Urban,1
262,1033.26,Mobile,Card,2,0,1,Urban,1
263,42.89,Tablet,Card,16,1,1,Metro,0
264,393.71,Desktop,UPI,21,0,1,Semi-Urban,1
265,851.87,Mobile,UPI,14,1,1,Metro,0
266,314.89,Mobile,Card,4,1,1,Metro,1
267,5610.59,Mobile,UPI,13,0,1,Metro,1
268,262.4,Desktop,UPI,21,1,1,Urban,1
269,706.24,Mobile,UPI,1,0,1,Metro,1
270,1249.8,Mobile,UPI,23,1,1,Metro,1
271,4634.45,Mobile,Wallet,16,0,1,Metro,1
272,260.9,Desktop,Card,3,1,1,Metro,0
273,3509.27,Mobile,Wallet,12,1,1,Urban,1
274,1107.91,Desktop,NetBanking,11,0,1,Urban,0
275,410.96,Mobile,UPI,6,0,1,Urban,1
276,1740.81,Tablet,Wallet,19,0,1,Urban,1
277,1338.17,Desktop,UPI,3,0,1,Urban,1
278,601.71,Desktop,UPI,16,0,1,Semi-Urban,1
279,1175.92,Mobile,UPI,11,0,1,Rural,1
280,745.97,Mobile,UPI,18,1,1,Metro,1
281,1228.46,Tablet,UPI,1,0,1,Urban,0
282,2126.28,Tablet,NetBanking,14,1,0,Urban,0
283,5356.24,Mobile,UPI,20,1,1,Urban,1
284,318.04,Mobile,Card,10,1,1,Semi-Urban,1
285,9256.06,Mobile,UPI,20,1,1,Urban,1
286,155.7,Mobile,Card,19,0,1,Urban,1
287,942.2,Mobile,Card,2,1,1,Urban,1
288,1974.99,Mobile,UPI,22,0,1,Metro,1
289,1452.43,Mobile,UPI,6,0,0,Metro,0
290,588.34,Mobile,UPI,1,1,1,Metro,1
291,890.58,Tablet,Wallet,10,0,1,Metro,0
292,669.81,Mobile,Card,6,0,1,Urban,1
293,608.28,Mobile,NetBanking,7,1,1,Rural,0
294,2564.71,Tablet,UPI,21,1,1,Metro,0
295,1567.15,Desktop,UPI,21,0,1,Urban,0
296,548.45,Mobile,UPI,5,0,1,Rural,1
297,2696.2,Mobile,Wallet,19,0,0,Semi-Urban,0
298,1491.14,Mobile,UPI,12,0,1,Rural,1
299,2472.2,Desktop,Card,16,0,1,Metro,1
300,2058.29,Desktop,UPI,21,0,1,Rural,0
301,478.67,Mobile,NetBanking,19,1,1,Metro,1
302,626.29,Mobile,UPI,19,1,1,Semi-Urban,1
303,2315.3,Mobile,Card,13,0,1,Urban,1
304,2019.03,Mobile,UPI,8,0,1,Urban,1
305,1073.95,Mobile,UPI,14,0,1,Metro,0
306,1233.15,Tablet,UPI,12,1,1,Metro,1
307,3935.0,Desktop,UPI,15,0,1,Urban,1
308,606.94,Mobile,UPI,0,0,1,Urban,1
309,1895.23,Mobile,Card,22,0,0,Metro,0
310,895.88,Mobile,NetBanking,10,1,1,Metro,1
311,882.11,Mobile,UPI,18,0,1,Semi-Urban,1
312,3290.44,Desktop,Wallet,1,1,0,Metro,1
313,2503.43,Mobile,NetBanking,16,0,1,Urban,1
314,2473.8,Mobile,Card,17,0,1,Semi-Urban,1
315,4045.98,Mobile,NetBanking,3,1,1,Urban,1
316,1119.91,Desktop,Card,6,1,1,Semi-Urban,1
317,2168.85,Desktop,UPI,0,0,1,Rural,1
318,804.11,Desktop,NetBanking,8,1,1,Urban,0
319,1516.51,Mobile,UPI,2,0,1,Metro,1
320,962.81,Desktop,UPI,6,1,1,Metro,1
321,1208.33,Desktop,NetBanking,6,1,1,Urban,1
322,1988.54,Mobile,Card,6,0,1,Urban,1
323,483.85,Desktop,UPI,3,0,1,Urban,0
324,8887.38,Desktop,NetBanking,14,0,1,Metro,1
325,401.01,Mobile,Card,5,1,1,Semi-Urban,0
326,325.65,Mobile,UPI,5,1,1,Metro,0
327,3491.58,Desktop,Card,22,1,1,Rural,1
328,2420.34,Mobile,Wallet,21,1,1,Urban,1
329,2046.98,Tablet,UPI,18,0,1,Metro,1
330,2055.65,Mobile,UPI,13,0,1,Urban,1
331,1083.28,Mobile,UPI,11,1,1,Metro,1
332,447.08,Tablet,UPI,13,1,1,Urban,1
333,1182.99,Mobile,UPI,1,0,1,Urban,1
334,557.15,Mobile,Card,4,0,1,Urban,1
335,2907.71,Mobile,NetBanking,8,0,1,Semi-Urban,0
336,946.66,Desktop,UPI,4,0,0,Metro,0
337,480.34,Mobile,Card,2,0,0,Urban,0
338,795.22,Mobile,Card,3,1,0,Metro,1
339,1657.28,Tablet,UPI,5,1,1,Urban,1
340,624.08,Mobile,Card,18,1,1,Urban,1
341,481.92,Desktop,Card,4,1,1,Rural,1
342,1399.24,Mobile,UPI,18,0,1,Semi-Urban,1
343,1401.04,Mobile,UPI,4,0,1,Rural,0
344,660.54,Desktop,UPI,23,0,1,Metro,1
345,684.69,Mobile,UPI,23,0,1,Rural,1
346,1383.05,Mobile,UPI,4,1,0,Semi-Urban,1
347,257.73,Desktop,Card,23,1,1,Urban,1
348,268.42,Mobile,Card,22,1,1,Metro,1
349,534.62,Desktop,Wallet,22,0,1,Urban,1
350,885.85,Mobile,UPI,5,0,0,Semi-Urban,0
351,1496.53,Desktop,Wallet,23,0,1,Urban,1
352,4795.13,Mobile,Card,1,0,1,Metro,1
353,2585.46,Desktop,Card,9,0,1,Urban,0
354,934.55,Mobile,Wallet,17,1,1,Urban,1
355,1075.98,Desktop,UPI,1,0,1,Semi-Urban,1
356,402.41,Mobile,NetBanking,9,0,1,Urban,0
357,1076.52,Mobile,Card,16,1,1,Urban,1
358,821.67,Desktop,UPI,10,1,1,Metro,1
359,1514.32,Tablet,NetBanking,3,0,1,Metro,1
360,479.51,Mobile,UPI,7,1,1,Metro,1
361,1843.36,Desktop,UPI,7,0,0,Semi-Urban,0
362,5078.34,Mobile,Card,2,1,1,Metro,1
363,983.62,Mobile,Card,23,0,1,Semi-Urban,1
364,1638.79,Tablet,UPI,11,0,1,Metro,1
365,2186.69,Tablet,Card,12,0,1,Semi-Urban,0
366,734.2,Mobile,UPI,12,1,1,Metro,1
367,1372.09,Mobile,Card,3,0,1,Urban,0
368,1110.53,Mobile,UPI,19,0,1,Urban,1
369,1209.15,Mobile,UPI,5,0,1,Rural,0
370,506.23,Mobile,UPI,1,0,0,Urban,0
371,1123.84,Mobile,Card,18,1,1,Urban,1
372,1804.43,Mobile,UPI,18,0,1,Urban,1
373,4680.42,Mobile,UPI,23,0,1,Metro,1
374,2861.99,Tablet,UPI,16,0,1,Semi-Urban,1
375,9444.45,Mobile,UPI,17,0,1,Metro,1
376,509.1,Mobile,NetBanking,7,0,1,Metro,1
377,2623.65,Desktop,Card,5,1,1,Semi-Urban,1
378,1317.3,Tablet,UPI,17,0,0,Urban,0
379,9796.72,Mobile,Card,1,0,1,Rural,1
380,488.68,Desktop,NetBanking,4,0,1,Semi-Urban,1
381,473.56,Tablet,UPI,14,1,1,Urban,1
382,602.21,Mobile,NetBanking,16,0,1,Urban,1
383,131.12,Desktop,UPI,1,0,1,Urban,1
384,648.23,Mobile,NetBanking,2,1,1,Urban,1
385,513.3,Tablet,NetBanking,22,0,1,Urban,1
386,1274.61,Mobile,Card,19,0,1,Urban,0
387,1543.42,Desktop,UPI,1,0,1,Urban,1
388,7159.32,Mobile,UPI,23,0,1,Metro,0
389,2836.78,Desktop,NetBanking,18,1,1,Semi-Urban,1
390,615.91,Mobile,UPI,17,0,1,Metro,1
391,446.57,Tablet,NetBanking,2,0,1,Urban,1
392,1793.49,Desktop,UPI,7,0,1,Urban,1
393,292.88,Mobile,NetBanking,19,0,1,Semi-Urban,1
394,6846.27,Mobile,Wallet,20,0,1,Semi-Urban,0
395,3566.86,Desktop,Card,0,0,1,Semi-Urban,1
396,685.96,Mobile,NetBanking,20,1,1,Urban,1
397,197.72,Desktop,UPI,2,0,1,Semi-Urban,1
398,4246.59,Mobile,NetBanking,13,1,1,Metro,1
399,977.95,Mobile,Card,1,0,1,Semi-Urban,1
400,3781.27,Mobile,UPI,14,0,0,Metro,0
401,222.64,Mobile,Card,3,1,1,Metro,1
402,602.22,Mobile,NetBanking,5,1,1,Metro,1
403,1102.4,Desktop,UPI,21,0,1,Semi-Urban,0
404,1149.38,Mobile,Card,6,1,0,Metro,0
405,699.2,Mobile,NetBanking,19,1,1,Metro,1
406,2044.38,Mobile,UPI,20,0,1,Metro,1
407,377.05,Desktop,UPI,4,0,1,Metro,1
408,951.1,Desktop,UPI,22,1,1,Urban,1
409,1236.82,Mobile,UPI,10,1,1,Metro,0
410,1834.34,Tablet,Wallet,13,0,1,Metro,0
411,2234.15,Desktop,Card,13,1,1,Metro,1
412,356.15,Tablet,UPI,0,1,1,Urban,1
413,236.49,Mobile,Wallet,15,0,1,Semi-Urban,1
414,3935.04,Mobile,UPI,1,0,1,Metro,1
415,1528.92,Desktop,Wallet,14,0,1,Urban,1
416,518.8,Mobile,Card,20,0,1,Urban,0
417,5172.71,Mobile,Card,9,0,0,Semi-Urban,0
418,1231.11,Mobile,Card,6,0,1,Metro,0
419,3566.35,Mobile,UPI,7,0,1,Urban,1
420,1173.23,Mobile,Card,19,1,1,Urban,1
421,8610.59,Mobile,Card,6,0,1,Rural,1
422,6344.48,Desktop,Card,23,0,1,Urban,1
423,854.94,Mobile,NetBanking,21,0,1,Urban,1
424,2897.41,Mobile,Card,2,0,1,Urban,0
425,2090.95,Desktop,Card,17,0,1,Metro,1
426,4309.73,Mobile,UPI,20,1,1,Semi-Urban,1
427,417.83,Tablet,Wallet,19,1,1,Metro,1
428,2177.76,Mobile,Wallet,3,0,0,Urban,0
429,3160.31,Desktop,Card,19,1,1,Metro,1
430,188.91,Mobile,Card,21,0,1,Urban,1
431,335.88,Mobile,UPI,4,1,1,Semi-Urban,0
432,142.7,Desktop,Card,3,0,1,Semi-Urban,1
433,837.64,Tablet,UPI,8,0,1,Metro,1
434,2247.43,Desktop,NetBanking,0,0,1,Semi-Urban,1
435,4926.37,Desktop,Card,3,0,1,Metro,0
436,1180.97,Mobile,Wallet,6,0,1,Metro,0
437,5589.33,Desktop,NetBanking,1,0,1,Metro,1
438,275.86,Mobile,UPI,1,1,1,Urban,0
439,199.66,Mobile,Card,23,1,1,Rural,1
440,1037.38,Mobile,Card,15,1,1,Rural,1
441,1610.12,Mobile,NetBanking,18,0,1,Urban,1
442,1061.36,Desktop,Card,10,0,1,Metro,1
443,138.73,Mobile,Card,15,0,1,Metro,1
444,1003.13,Mobile,Card,21,0,1,Urban,1
445,297.53,Mobile,Card,1,1,1,Urban,0
446,2142.38,Desktop,Card,7,1,1,Metro,1
447,1582.24,Mobile,Card,23,0,1,Urban,0
448,428.43,Mobile,Card,13,0,1,Metro,1
449,655.98,Mobile,Wallet,3,1,1,Semi-Urban,0
450,380.23,Mobile,UPI,1,1,1,Metro,1
451,1030.01,Mobile,UPI,1,0,1,Urban,1
452,2850.19,Mobile,Card,4,1,1,Metro,1
453,409.23,Mobile,UPI,6,1,1,Urban,1
454,1815.37,Mobile,UPI,12,0,1,Urban,1
455,645.32,Tablet,Card,1,0,1,Semi-Urban,1
456,496.27,Mobile,UPI,5,0,1,Urban,1
457,985.32,Desktop,UPI,8,0,1,Metro,1
458,389.46,Mobile,Card,18,1,1,Semi-Urban,1
459,630.4,Mobile,UPI,16,0,1,Urban,1
460,331.0,Mobile,UPI,22,0,1,Metro,0
461,7822.23,Mobile,UPI,7,1,1,Urban,1
462,1135.99,Desktop,UPI,9,0,1,Metro,1
463,544.72,Mobile,UPI,14,0,1,Rural,0
464,1358.29,Mobile,Card,23,0,0,Urban,1
465,980.12,Mobile,NetBanking,1,0,1,Semi-Urban,0
466,879.22,Mobile,UPI,16,0,1,Metro,0
467,2026.71,Desktop,UPI,13,0,1,Urban,0
468,2339.07,Desktop,Wallet,6,1,1,Urban,1
469,645.16,Mobile,NetBanking,5,0,1,Metro,0
470,616.58,Desktop,UPI,3,0,1,Metro,1
471,832.93,Mobile,UPI,14,0,1,Urban,1
472,109.74,Desktop,UPI,15,1,1,Metro,1
473,241.0,Desktop,Wallet,18,0,1,Semi-Urban,1
474,4302.17,Mobile,Wallet,14,0,1,Rural,0
475,5681.48,Desktop,UPI,6,1,1,Urban,1
476,854.88,Desktop,UPI,17,1,1,Urban,1
477,1951.9,Mobile,UPI,21,1,1,Semi-Urban,1
478,1497.05,Desktop,UPI,21,0,1,Metro,1
479,23834.3,Mobile,Wallet,15,1,0,Rural,0
480,3359.59,Mobile,UPI,19,1,1,Metro,1
481,964.96,Mobile,UPI,2,0,1,Rural,1
482,421.77,Mobile,UPI,1,0,1,Metro,1
483,219.98,Mobile,Card,8,1,1,Metro,0
484,1344.08,Mobile,UPI,9,1,1,Urban,1
485,514.73,Mobile,UPI,15,1,1,Metro,1
486,264.47,Tablet,Wallet,4,0,1,Urban,1
487,574.46,Mobile,UPI,16,1,1,Semi-Urban,1
488,371.84,Mobile,UPI,17,1,1,Rural,1
489,5926.22,Mobile,Card,9,0,1,Metro,1
490,2648.21,Mobile,Card,13,1,1,Rural,1
